id,value
id_0,26.472027
id_1,61.173615
id_2,20.317779
id_3,28.565581
id_4,10.033928
id_5,35.742118
id_6,39.677519
id_7,16.121269
id_8,47.703868
id_9,33.409165
id_10,38.754557
id_11,58.124893
id_12,36.132311
id_13,40.940344
id_14,26.439599
id_15,12.080153
id_16,52.029989
id_17,22.422570
id_18,19.015377
id_19,19.386835
id_20,14.668870
id_21,27.708368
id_22,36.682734
id_23,9.688327
id_24,57.990199
id_25,44.092092
id_26,28.253653
id_27,9.186915
id_28,28.916205
id_29,35.414817
id_30,18.357049
id_31,11.368664
id_32,16.220959
id_33,6.607221
id_34,17.930314
id_35,38.584609
id_36,19.668570
id_37,28.048246
id_38,6.281473
id_39,59.358062
id_40,46.665940
id_41,16.269717
id_42,49.149971
id_43,17.782143
id_44,44.157195
id_45,51.128513
id_46,60.979369
id_47,39.483093
id_48,50.988057
id_49,41.061188
id_50,29.990378
id_51,24.179119
id_52,40.138025
id_53,25.365780
id_54,37.954692
id_55,39.835052
id_56,24.666014
id_57,21.523990
id_58,37.472671
id_59,30.950213
id_60,15.364022
id_61,22.870572
id_62,31.130093
id_63,54.681494
id_64,49.038757
id_65,26.323018
id_66,40.753429
id_67,53.840840
id_68,27.869200
id_69,38.110908
id_70,64.236143
id_71,52.806215
id_72,43.529974
id_73,10.922026
id_74,12.038918
id_75,35.984469
id_76,60.088488
id_77,3.041027
id_78,44.561568
id_79,39.993422
id_80,7.831184
id_81,21.846947
id_82,7.454900
id_83,33.346804
id_84,10.444826
id_85,5.023828
id_86,16.064101
id_87,11.646067
id_88,12.702585
id_89,27.632529
id_90,30.316097
id_91,11.106119
id_92,13.395071
id_93,7.312818
id_94,36.018897
id_95,15.490041
id_96,15.219482
id_97,8.355834
id_98,10.861805
id_99,3.815447
id_100,12.535522
id_101,18.003335
id_102,10.748508
id_103,4.925567
id_104,14.055433
id_105,36.972337
id_106,27.273936
id_107,7.674351
id_108,15.873949
id_109,16.114364
id_110,13.981248
id_111,17.313976
id_112,12.951013
id_113,28.023195
id_114,21.895339
id_115,14.693455
id_116,8.999437
id_117,43.940701
id_118,29.471426
id_119,1.331565
id_120,1.777094
id_121,10.309234
id_122,15.227467
id_123,14.772985
id_124,6.385962
id_125,25.769318
id_126,20.999350
id_127,13.100901
id_128,19.417724
id_129,17.517945
id_130,3.818815
id_131,35.858496
id_132,13.789181
id_133,26.483320
id_134,23.734340
id_135,20.934496
id_136,9.831952
id_137,19.344441
id_138,77.243066
id_139,63.155529
id_140,27.166255
id_141,17.015425
id_142,25.026766
id_143,7.731645
id_144,10.527464
id_145,9.853960
id_146,21.189679
id_147,7.246037
id_148,13.206170
id_149,16.772691
id_150,50.700131
id_151,21.262219
id_152,23.883559
id_153,15.281072
id_154,14.368545
id_155,27.198182
id_156,21.251550
id_157,33.887144
id_158,3.009713
id_159,19.531929
id_160,43.179339
id_161,18.695835
id_162,55.504666
id_163,18.955390
id_164,36.884416
id_165,24.590041
id_166,21.790736
id_167,1.018104
id_168,66.221485
id_169,17.853414
id_170,17.204588
id_171,68.008304
id_172,21.006700
id_173,2.200654
id_174,23.173943
id_175,2.170769
id_176,6.245726
id_177,18.886817
id_178,20.034189
id_179,20.594982
id_180,42.480686
id_181,27.333815
id_182,28.213332
id_183,11.808464
id_184,8.555198
id_185,41.016987
id_186,36.540131
id_187,33.083707
id_188,15.858377
id_189,21.292061
id_190,14.509287
id_191,14.474199
id_192,32.772117
id_193,77.893856
id_194,28.808937
id_195,11.364302
id_196,60.754943
id_197,15.143197
id_198,19.125584
id_199,23.205840
id_200,125.512874
id_201,26.270239
id_202,57.435751
id_203,5.156863
id_204,62.150819
id_205,35.618700
id_206,17.183055
id_207,13.758966
id_208,63.890595
id_209,13.470757
id_210,28.753732
id_211,72.215047
id_212,20.287214
id_213,116.468753
id_214,39.660676
id_215,83.981752
id_216,93.012125
id_217,70.615491
id_218,28.538097
id_219,19.148311
id_220,31.046630
id_221,54.578243
id_222,28.696566
id_223,39.854562
id_224,43.714727
id_225,7.719820
id_226,3.515070
id_227,69.326376
id_228,27.695580
id_229,1.497275
id_230,39.577355
id_231,15.075725
id_232,21.868891
id_233,8.154112
id_234,11.732910
id_235,21.561578
id_236,12.574252
id_237,-0.290309
id_238,21.128600
id_239,0.579630
