id,value
id_0,26.071852
id_1,63.134008
id_2,19.601459
id_3,29.634018
id_4,8.989645
id_5,37.279798
id_6,40.110688
id_7,15.844879
id_8,50.036487
id_9,32.774740
id_10,39.501009
id_11,59.159937
id_12,37.324259
id_13,43.089620
id_14,26.666706
id_15,11.940021
id_16,53.392844
id_17,23.193042
id_18,19.400874
id_19,19.473008
id_20,14.009633
id_21,29.291991
id_22,37.232728
id_23,10.109432
id_24,59.208626
id_25,44.251366
id_26,28.201029
id_27,8.162104
id_28,28.663646
id_29,35.762285
id_30,18.087988
id_31,10.787444
id_32,15.848677
id_33,6.780267
id_34,18.048718
id_35,38.811409
id_36,18.743957
id_37,27.801476
id_38,5.075225
id_39,60.375953
id_40,47.716374
id_41,16.449567
id_42,49.946726
id_43,17.991797
id_44,43.660829
id_45,52.206182
id_46,62.424133
id_47,40.764406
id_48,51.623834
id_49,41.614309
id_50,30.570647
id_51,25.209132
id_52,39.439948
id_53,24.567919
id_54,38.099575
id_55,39.898033
id_56,24.356328
id_57,21.895118
id_58,37.275565
id_59,31.193424
id_60,15.363517
id_61,22.296619
id_62,31.818524
id_63,55.820064
id_64,49.885132
id_65,26.189948
id_66,41.954640
id_67,54.811185
id_68,27.608151
id_69,39.720330
id_70,66.174948
id_71,54.409182
id_72,44.606962
id_73,10.183089
id_74,11.608133
id_75,36.982449
id_76,61.724194
id_77,1.938605
id_78,45.089030
id_79,41.453267
id_80,7.429306
id_81,22.211757
id_82,5.894531
id_83,33.129721
id_84,10.316765
id_85,4.237516
id_86,15.253440
id_87,10.825753
id_88,13.158638
id_89,29.060488
id_90,29.837375
id_91,10.148878
id_92,13.684260
id_93,5.988835
id_94,36.532333
id_95,15.558671
id_96,14.587781
id_97,7.646990
id_98,9.786565
id_99,3.124610
id_100,11.851746
id_101,17.423140
id_102,10.422785
id_103,4.243006
id_104,13.110016
id_105,36.599544
id_106,27.796823
id_107,6.486629
id_108,15.624644
id_109,15.070311
id_110,13.888638
id_111,17.602892
id_112,12.165985
id_113,28.233608
id_114,21.514608
id_115,14.531999
id_116,7.133092
id_117,45.231902
id_118,30.139567
id_119,0.329886
id_120,0.397847
id_121,10.024051
id_122,14.578008
id_123,14.708861
id_124,5.628904
id_125,26.046285
id_126,20.315118
id_127,12.533394
id_128,19.911548
id_129,17.655811
id_130,2.789834
id_131,36.058465
id_132,12.966993
id_133,26.810300
id_134,23.270913
id_135,20.277139
id_136,9.158265
id_137,19.232611
id_138,79.454390
id_139,64.425289
id_140,26.753550
id_141,16.460447
id_142,24.248758
id_143,7.163252
id_144,9.384154
id_145,9.757384
id_146,21.097308
id_147,6.259857
id_148,13.098976
id_149,15.831794
id_150,51.528785
id_151,22.063162
id_152,24.059029
id_153,14.877481
id_154,13.440136
id_155,27.280217
id_156,21.638411
id_157,33.979627
id_158,2.955346
id_159,19.781093
id_160,45.842431
id_161,18.260374
id_162,58.715231
id_163,18.679753
id_164,36.707849
id_165,23.950957
id_166,21.977280
id_167,-0.375597
id_168,67.574467
id_169,17.483965
id_170,16.710855
id_171,69.715846
id_172,20.114041
id_173,1.176143
id_174,23.373418
id_175,1.427199
id_176,4.934991
id_177,19.631473
id_178,19.472808
id_179,20.525257
id_180,43.427532
id_181,26.171551
id_182,28.482553
id_183,11.361760
id_184,7.493928
id_185,41.667804
id_186,36.985610
id_187,32.943451
id_188,16.177134
id_189,20.592052
id_190,14.311173
id_191,14.280073
id_192,33.027335
id_193,80.094585
id_194,28.244477
id_195,10.646502
id_196,62.832638
id_197,13.670057
id_198,18.635819
id_199,23.806275
id_200,128.214488
id_201,26.690502
id_202,58.920229
id_203,4.888158
id_204,64.803541
id_205,35.875943
id_206,16.446386
id_207,13.465907
id_208,65.012976
id_209,14.628699
id_210,27.774589
id_211,74.539941
id_212,19.477805
id_213,122.346867
id_214,40.136300
id_215,86.810419
id_216,95.893730
id_217,72.980937
id_218,28.633467
id_219,18.670238
id_220,32.129886
id_221,57.591117
id_222,28.895449
id_223,38.929295
id_224,44.774546
id_225,7.588384
id_226,2.390383
id_227,70.433755
id_228,28.763834
id_229,0.195451
id_230,40.770119
id_231,14.486352
id_232,21.150648
id_233,7.947358
id_234,10.080626
id_235,21.051711
id_236,11.067458
id_237,-1.178517
id_238,20.478970
id_239,-0.899922
