id,value
id_0,26.598681
id_1,61.063026
id_2,20.539955
id_3,28.153633
id_4,10.734901
id_5,35.812153
id_6,39.163744
id_7,16.693541
id_8,47.218345
id_9,33.465075
id_10,38.734455
id_11,57.996272
id_12,36.365727
id_13,40.914031
id_14,26.632549
id_15,12.946635
id_16,52.474755
id_17,22.248931
id_18,19.349956
id_19,19.778518
id_20,15.176374
id_21,28.009321
id_22,36.743643
id_23,9.198608
id_24,57.662703
id_25,44.325407
id_26,28.440781
id_27,9.673741
id_28,29.088943
id_29,35.655128
id_30,18.609242
id_31,12.125175
id_32,16.867836
id_33,6.444661
id_34,18.191319
id_35,39.207901
id_36,19.944961
id_37,28.607018
id_38,7.034587
id_39,59.684056
id_40,46.999112
id_41,16.820837
id_42,49.452859
id_43,18.215983
id_44,43.781038
id_45,50.774597
id_46,60.857663
id_47,39.721745
id_48,50.942206
id_49,41.719359
id_50,30.110754
id_51,24.598748
id_52,41.070707
id_53,25.451505
id_54,38.335371
id_55,39.694565
id_56,24.815741
id_57,21.930771
id_58,37.627113
id_59,31.094718
id_60,15.657704
id_61,23.483290
id_62,31.372809
id_63,54.420922
id_64,48.523381
id_65,26.630610
id_66,40.561996
id_67,54.194113
id_68,27.986934
id_69,38.090886
id_70,64.125126
id_71,52.504073
id_72,43.327415
id_73,11.863998
id_74,12.197382
id_75,35.239480
id_76,59.958598
id_77,3.748322
id_78,44.022638
id_79,39.685806
id_80,8.356953
id_81,22.292151
id_82,8.390315
id_83,33.956861
id_84,10.932676
id_85,5.950463
id_86,16.660753
id_87,12.195701
id_88,13.386942
id_89,27.696095
id_90,30.654043
id_91,11.856338
id_92,13.846930
id_93,8.184174
id_94,36.486432
id_95,16.403557
id_96,15.832425
id_97,9.203300
id_98,11.177893
id_99,4.459342
id_100,13.326188
id_101,18.653052
id_102,11.569936
id_103,5.897650
id_104,14.288206
id_105,37.169622
id_106,27.627657
id_107,8.486043
id_108,16.907508
id_109,16.788651
id_110,14.294027
id_111,17.492772
id_112,13.593593
id_113,28.514698
id_114,22.348171
id_115,15.608840
id_116,9.716987
id_117,44.422736
id_118,29.350961
id_119,2.039706
id_120,2.698414
id_121,12.164148
id_122,16.087127
id_123,15.710562
id_124,7.019430
id_125,26.377204
id_126,21.589255
id_127,13.884713
id_128,20.191221
id_129,18.284822
id_130,4.772904
id_131,36.269763
id_132,14.565031
id_133,26.456364
id_134,23.777909
id_135,20.929221
id_136,10.454838
id_137,20.039831
id_138,76.818882
id_139,63.463101
id_140,27.327116
id_141,17.460382
id_142,25.232249
id_143,8.566463
id_144,11.369522
id_145,10.900286
id_146,21.516549
id_147,7.996935
id_148,14.167385
id_149,17.289423
id_150,50.914541
id_151,21.471544
id_152,24.643052
id_153,15.805662
id_154,14.916541
id_155,27.758168
id_156,21.835515
id_157,34.271143
id_158,3.711805
id_159,19.958819
id_160,42.939925
id_161,18.868833
id_162,55.184722
id_163,19.637284
id_164,36.588617
id_165,24.578709
id_166,21.596042
id_167,1.705994
id_168,65.706970
id_169,18.572754
id_170,17.974294
id_171,67.463206
id_172,21.451469
id_173,2.892346
id_174,23.597543
id_175,2.781889
id_176,6.764720
id_177,18.551263
id_178,20.477892
id_179,21.348328
id_180,42.528034
id_181,27.579720
id_182,28.897309
id_183,12.850440
id_184,9.265481
id_185,41.142046
id_186,36.438199
id_187,33.122505
id_188,16.613398
id_189,22.100100
id_190,14.834219
id_191,15.117318
id_192,33.177473
id_193,76.545871
id_194,29.824151
id_195,11.823442
id_196,60.977691
id_197,15.585234
id_198,20.030779
id_199,23.461321
id_200,124.719158
id_201,26.296151
id_202,57.768027
id_203,5.454353
id_204,61.916466
id_205,35.550903
id_206,17.346986
id_207,14.284918
id_208,63.973944
id_209,13.599553
id_210,28.367159
id_211,71.594246
id_212,20.899533
id_213,114.205987
id_214,39.893689
id_215,82.416679
id_216,91.769274
id_217,70.042082
id_218,28.983612
id_219,18.970290
id_220,31.667924
id_221,54.652284
id_222,28.739467
id_223,40.197343
id_224,43.360025
id_225,8.082147
id_226,4.511808
id_227,69.179370
id_228,28.170114
id_229,2.305319
id_230,40.329082
id_231,15.484756
id_232,21.977556
id_233,8.436765
id_234,12.384913
id_235,22.419530
id_236,13.155668
id_237,0.871268
id_238,21.699477
id_239,1.521527
