TestDataID,Rating
1,2.3300702571868896
2,2.2525441646575928
3,2.203605890274048
4,2.165891408920288
5,2.439366340637207
6,2.4153902530670166
7,2.261638641357422
8,2.4331274032592773
9,2.240574598312378
10,2.360877752304077
11,2.360877752304077
12,2.362659454345703
13,2.4757893085479736
14,2.363112211227417
15,2.233473062515259
16,2.2585365772247314
17,2.3880209922790527
18,2.27492094039917
19,2.370958089828491
20,2.439366340637207
21,2.368321657180786
22,2.360877752304077
23,2.360877752304077
24,2.3635611534118652
25,2.345752000808716
26,2.339289903640747
27,2.3598852157592773
28,2.2751355171203613
29,2.226301431655884
30,2.339289903640747
31,2.2091941833496094
32,2.370958089828491
33,2.161841869354248
34,2.368321657180786
35,2.2296009063720703
36,2.439366340637207
37,2.439366340637207
38,2.439366340637207
39,2.2348432540893555
40,2.221961498260498
41,2.352787971496582
42,2.449551820755005
43,2.476940870285034
44,2.339289903640747
45,2.456489324569702
46,2.3635611534118652
47,2.170198917388916
48,2.439366340637207
49,2.360877752304077
50,2.2585365772247314
51,2.2525441646575928
52,2.370958089828491
53,2.171947717666626
54,2.226301431655884
55,2.368821620941162
56,2.3648600578308105
57,2.185361862182617
58,2.235055685043335
59,2.4757893085479736
60,2.3880209922790527
61,2.3311824798583984
62,2.367340564727783
63,2.456489324569702
64,2.254479169845581
65,2.4700541496276855
66,2.451415538787842
67,2.165701389312744
68,2.3492515087127686
69,2.4602320194244385
70,2.240574598312378
71,2.4293954372406006
72,2.3735971450805664
73,2.368321657180786
74,2.3735971450805664
75,2.3735971450805664
76,2.4647157192230225
77,2.387911558151245
78,2.449551820755005
79,2.2585365772247314
80,2.439366340637207
81,2.368821620941162
82,2.362659454345703
83,2.243115186691284
84,2.27492094039917
85,2.1770622730255127
86,2.368821620941162
87,2.227222204208374
88,2.352787971496582
89,2.368821620941162
90,2.345752000808716
91,2.352787971496582
92,2.3695876598358154
93,2.3600223064422607
94,2.2521467208862305
95,2.4757893085479736
96,2.360877752304077
97,2.4602320194244385
98,2.2585365772247314
99,2.278346061706543
100,2.238692045211792
101,2.1669673919677734
102,2.08979868888855
103,2.3448784351348877
104,2.243115186691284
105,2.1811411380767822
106,2.261638641357422
107,2.2679927349090576
108,2.345752000808716
109,2.3635611534118652
110,2.1770622730255127
111,2.240574598312378
112,2.368321657180786
113,2.368821620941162
114,2.3695876598358154
115,2.345752000808716
116,2.2615115642547607
117,2.3635611534118652
118,2.239319086074829
119,2.439366340637207
120,2.4478557109832764
121,2.439366340637207
122,2.476940870285034
123,2.4889378547668457
124,2.439366340637207
125,2.363112211227417
126,2.3880209922790527
127,2.360877752304077
128,2.3598852157592773
129,2.3448784351348877
130,2.165701389312744
131,2.368321657180786
132,2.345752000808716
133,2.373523473739624
134,2.2503950595855713
135,2.2749102115631104
136,2.2615115642547607
137,2.144563913345337
138,2.360877752304077
139,2.3735971450805664
140,2.243115186691284
141,2.4331274032592773
142,2.4913229942321777
143,2.3735971450805664
144,2.2219793796539307
145,2.439366340637207
146,2.3880209922790527
147,2.367340564727783
148,2.0480949878692627
149,2.0317530632019043
150,2.1966958045959473
151,2.4643137454986572
152,2.160972833633423
153,2.3448784351348877
154,2.370958089828491
155,2.261638641357422
156,2.1847777366638184
157,2.3880209922790527
158,2.352787971496582
159,2.439366340637207
160,2.4603261947631836
161,2.3635611534118652
162,2.2521467208862305
163,2.3311824798583984
164,2.345752000808716
165,2.3695876598358154
166,2.370958089828491
167,2.3635611534118652
168,2.472123861312866
169,2.4700541496276855
170,2.27492094039917
171,2.254479169845581
172,2.1966958045959473
173,2.368321657180786
174,2.476940870285034
175,2.4331274032592773
176,2.339289903640747
177,2.2751355171203613
178,2.370958089828491
179,2.356281280517578
180,2.5737624168395996
181,2.1533405780792236
182,2.363112211227417
183,2.1653878688812256
184,2.370958089828491
185,2.1805405616760254
186,2.254479169845581
187,2.5607540607452393
188,2.3735971450805664
189,2.240574598312378
190,2.3648600578308105
191,2.476940870285034
192,2.368821620941162
