1,0.000460
2,0.090983
3,0.365112
4,0.780440
5,0.000349
6,0.000879
7,0.004926
8,0.943847
9,0.001913
10,0.008944
11,0.691402
12,0.701297
13,0.004621
14,0.181682
15,0.532392
16,0.932451
17,0.000491
18,0.375837
19,0.001617
20,0.908664
21,0.782652
22,0.001358
23,0.000055
24,0.096421
25,0.497719
26,0.787353
27,0.002083
28,0.004047
29,0.293397
30,0.036473
31,0.900247
32,0.000802
33,0.036656
34,0.241012
35,0.009207
36,0.169376
37,0.634598
38,0.001921
39,0.000467
40,0.004141
41,0.884710
42,0.652448
43,0.077718
44,0.011518
45,0.000362
46,0.471651
47,0.007242
48,0.748034
49,0.003435
50,0.128289
51,0.000446
52,0.004137
53,0.001101
54,0.496568
55,0.002975
56,0.002094
57,0.328394
58,0.905871
59,0.944772
60,0.075456
61,0.085544
62,0.063103
63,0.064440
64,0.002177
65,0.013010
66,0.004932
67,0.998353
68,0.000540
69,0.026267
70,0.448714
71,0.998959
72,0.696464
73,0.020535
74,0.001244
75,0.033885
76,0.000172
77,0.194017
78,0.361589
79,0.297069
80,0.003718
81,0.377318
82,0.107758
83,0.016215
84,1.000000
85,0.134152
86,0.007183
87,0.000033
88,0.590228
89,1.000000
90,0.841779
91,0.101088
92,0.000613
93,0.880133
94,0.259141
95,0.010434
96,0.001291
97,0.024139
98,0.017994
99,0.293132
100,0.003178
101,0.175644
102,0.006846
103,0.003098
104,0.000345
105,0.008085
106,0.000542
107,0.446308
108,0.011999
109,0.000332
110,0.000477
111,0.000702
112,0.184639
113,0.489618
114,0.000158
115,0.121532
116,0.003419
117,0.307737
118,0.000121
119,0.014917
120,0.066130
121,0.049653
122,0.001131
123,0.009263
124,0.048864
125,0.003292
126,0.007228
127,0.991485
128,0.013851
129,0.031118
130,0.985074
131,0.439680
132,0.002713
133,0.001361
134,0.981255
135,0.389495
136,0.018055
137,0.457721
138,0.016684
139,0.155245
140,0.004303
141,0.839237
142,0.000608
143,0.965554
144,0.912495
145,0.030676
146,0.015228
147,0.032912
148,0.276232
149,0.999596
150,0.021516
151,0.001601
152,0.011864
153,0.007613
154,0.001800
155,0.764676
156,0.003114
157,0.007981
158,0.028948
159,0.004183
160,0.335705
161,0.020153
162,0.250517
163,0.127322
164,0.043836
165,0.810296
166,0.456992
167,0.842507
168,0.347570
169,0.000593
170,0.066972
171,0.827680
172,0.240459
173,0.022401
174,0.359717
175,0.036632
176,0.616745
177,0.111315
178,0.163291
179,0.453645
180,0.486787
181,0.540724
182,0.999191
183,0.000904
184,0.200635
185,0.016277
186,0.049420
187,0.016116
188,0.005913
189,0.002743
190,0.001485
191,0.927078
192,0.235394
193,0.021544
194,0.000554
195,0.009618
196,0.019307
197,0.052921
198,0.989490
199,0.001422
200,0.041064
201,0.596405
202,0.800342
203,0.165646
204,0.059992
205,0.617478
206,0.752586
207,0.036387
208,0.157640
209,0.866833
210,0.442624
211,0.000393
212,0.001144
213,0.202332
214,0.412733
215,0.010302
216,0.172849
217,0.009154
218,0.000072
219,0.028054
220,0.037576
221,0.566528
222,0.002035
223,0.031704
224,0.610990
225,0.205158
226,0.386841
227,0.999108
228,0.520954
229,0.000232
230,0.083437
231,0.002971
232,0.961001
233,0.066838
234,0.467843
235,0.012703
236,0.055509
237,0.930025
238,0.001356
239,0.011687
240,0.113296
241,0.000439
242,0.652080
243,0.000140
244,0.115914
245,0.001366
246,0.284795
247,0.074098
248,0.003191
249,0.405330
250,0.090460
251,0.002061
252,0.058757
253,0.501441
254,0.128153
255,0.115053
256,0.003259
257,0.520844
258,0.003678
259,0.003506
260,0.337305
261,0.849795
262,0.107814
263,0.014246
264,0.009372
265,0.080440
266,0.192076
267,0.190349
268,0.015396
269,0.000440
270,0.043929
271,0.413570
272,0.044668
273,0.779588
274,0.264798
275,0.174960
276,0.000054
277,0.017483
278,0.000085
279,0.999322
280,0.047780
281,0.364247
282,0.058644
283,0.000490
284,0.026240
285,0.661420
286,0.011930
287,0.001660
288,0.662053
289,0.412258
290,0.045638
291,0.668884
292,0.022591
293,0.229392
294,0.002106
