TestDataID,Rating
1,4.040386199951172
2,3.993461847305298
3,3.9234631061553955
4,3.131514310836792
5,3.5783417224884033
6,3.9116055965423584
7,4.7650580406188965
8,3.091902494430542
9,3.49102783203125
10,2.645805835723877
11,4.776445388793945
12,3.946387529373169
13,3.417102813720703
14,3.9394636154174805
15,3.751163959503174
16,3.964282512664795
17,4.503691673278809
18,3.6333389282226562
19,4.500157833099365
20,3.3136048316955566
21,3.033538818359375
22,3.926009178161621
23,4.488492965698242
24,3.330247640609741
25,3.792973041534424
26,3.0377886295318604
27,3.656794309616089
28,3.7596664428710938
29,1.6856883764266968
30,3.1311073303222656
31,2.806767225265503
32,3.5026516914367676
33,3.5694196224212646
34,3.2170865535736084
35,4.297259330749512
36,4.214654445648193
37,3.7361295223236084
38,2.808178663253784
39,3.7289323806762695
40,1.5980069637298584
41,3.578969955444336
42,3.7961723804473877
43,2.4981162548065186
44,4.512821197509766
45,3.476468563079834
46,3.885040044784546
47,3.3981244564056396
48,4.149803161621094
49,4.065385341644287
50,3.699472427368164
51,4.078978538513184
52,3.115152597427368
53,4.294467926025391
54,4.910406589508057
55,4.6933512687683105
56,3.835357427597046
57,4.532941818237305
58,2.539376735687256
59,4.183831214904785
60,3.786533832550049
61,3.7114388942718506
62,4.20430850982666
63,4.5128703117370605
64,4.458469390869141
65,4.749030113220215
66,3.898404598236084
67,4.113837718963623
68,4.284338474273682
69,3.5807852745056152
70,4.383701801300049
71,3.159472942352295
72,4.627468109130859
73,3.5454635620117188
74,4.280486583709717
75,2.815728187561035
76,2.923628807067871
77,4.377994060516357
78,4.186669826507568
79,4.311659812927246
80,4.310440540313721
81,4.615225315093994
82,4.113697528839111
83,4.581808567047119
84,4.49121618270874
85,5.211061954498291
86,4.196905612945557
87,4.897615909576416
88,4.2371649742126465
89,4.327162265777588
90,4.203324794769287
91,4.4262895584106445
92,4.382533073425293
93,4.42725944519043
94,5.024970531463623
95,4.343754768371582
96,4.3861083984375
97,4.454150676727295
98,4.657746315002441
99,4.448907852172852
100,5.035585403442383
101,3.9271702766418457
102,4.47133207321167
103,5.3316264152526855
104,4.351472854614258
105,4.185370922088623
106,4.270839691162109
107,4.314567565917969
108,4.71817684173584
109,3.402902841567993
110,4.2193074226379395
111,4.978183269500732
112,4.386003017425537
113,4.969359874725342
114,3.6935834884643555
115,4.245450973510742
116,1.9137036800384521
117,3.593670129776001
118,3.1316542625427246
119,3.2034687995910645
120,2.269451856613159
121,2.0849924087524414
122,2.845252752304077
123,4.127756595611572
124,2.2818522453308105
125,2.435396671295166
126,4.219539642333984
127,3.7123682498931885
128,3.8777010440826416
129,2.7812273502349854
130,1.7846157550811768
131,3.122434616088867
132,3.7099509239196777
133,4.110166549682617
134,4.6218061447143555
135,2.298381805419922
136,4.3226447105407715
137,3.970973253250122
138,3.7700002193450928
139,3.7529404163360596
140,2.8999624252319336
141,2.51812744140625
142,3.563985824584961
143,3.801347255706787
144,3.1294703483581543
145,3.35684871673584
146,2.7629075050354004
147,4.048123836517334
148,3.9864039421081543
149,3.6292786598205566
150,2.830657958984375
151,3.4750876426696777
152,3.2825117111206055
153,3.717136859893799
154,2.0868618488311768
155,3.6471469402313232
156,2.7113471031188965
157,3.988703489303589
158,4.069823265075684
159,2.8202521800994873
160,4.114801406860352
161,3.493772506713867
162,3.4092931747436523
163,2.7389674186706543
164,2.319202184677124
165,2.959498167037964
166,3.850813865661621
167,3.938466787338257
168,4.186672210693359
169,2.957784414291382
170,5.186136722564697
171,3.891545057296753
172,4.6531219482421875
173,3.118422746658325
174,4.648528575897217
175,4.505362033843994
176,4.331689357757568
177,4.813924312591553
178,4.915334701538086
179,5.047423362731934
180,2.8577334880828857
181,4.9974188804626465
182,4.400648593902588
183,3.945251941680908
184,3.554816961288452
185,4.828903675079346
186,4.189774513244629
187,4.438418865203857
188,3.578390598297119
189,4.570158004760742
190,4.663201808929443
191,3.5931596755981445
192,4.0524773597717285
193,3.0596494674682617
194,4.804465293884277
195,4.716300964355469
196,2.8988842964172363
197,3.961566925048828
198,4.7251667976379395
199,2.8819503784179688
200,4.509156703948975
201,4.6671953201293945
202,5.037947177886963
203,1.7357193231582642
204,3.8186066150665283
205,1.4966681003570557
206,3.7865407466888428
207,3.686490058898926
208,3.844076633453369
209,3.143583059310913
210,3.941113233566284
211,3.437671661376953
212,3.8527581691741943
213,4.8379292488098145
214,1.641526460647583
215,3.8056020736694336
216,1.4114216566085815
217,5.106930732727051
218,3.560056447982788
219,3.7484066486358643
220,2.1056244373321533
221,4.779701232910156
222,3.9366869926452637
223,4.450645923614502
224,4.0691728591918945
225,3.5033485889434814
226,3.5876832008361816
227,1.5729656219482422
228,2.4481334686279297
229,2.1625523567199707
230,5.012973785400391
231,4.100285053253174
232,2.7327017784118652
233,3.7789463996887207
234,3.5535762310028076
235,2.642868995666504
236,4.41148567199707
237,3.818699359893799
238,3.1104178428649902
239,3.408212661743164
240,3.218806743621826
241,3.382633924484253
242,2.918184995651245
243,3.10542631149292
244,4.603977680206299
245,4.50041389465332
246,3.8171865940093994
247,3.361236810684204
248,2.7910404205322266
249,4.0826287269592285
250,3.602137327194214
251,3.5933735370635986
252,5.0744428634643555
253,2.786226511001587
254,4.154860973358154
255,3.097895383834839
256,3.442051887512207
257,3.4659996032714844
258,2.996626377105713
259,3.3964998722076416
260,2.5483620166778564
261,3.008235216140747
262,3.4182963371276855
263,3.078364133834839
264,3.3745670318603516
265,1.857526421546936
266,3.7464959621429443
267,3.932277202606201
268,3.12455415725708
269,3.8713643550872803
270,4.492453575134277
271,3.1820764541625977
272,3.688208818435669
273,2.9436771869659424
274,2.294079303741455
275,4.063709259033203
276,2.179960250854492
277,2.5158684253692627
278,3.770059585571289
279,2.7472763061523438
280,3.6820356845855713
281,3.5218183994293213
282,4.289271354675293
283,3.317779302597046
284,3.222252130508423
285,3.34275221824646
286,3.1538748741149902
287,3.0200963020324707
288,3.6310276985168457
289,3.0613291263580322
290,3.5612733364105225
291,2.942253828048706
292,3.478875160217285
293,3.1849257946014404
294,4.1947245597839355
295,3.1504886150360107
296,3.9123055934906006
297,3.4539573192596436
298,4.162117004394531
299,4.207707405090332
300,3.289806604385376
301,4.018536567687988
302,3.948800563812256
303,3.7042949199676514
304,3.01297664642334
